mode; se_or_pa; number; solver; ver; instance; timeout; width; validation_result; exit_status; time_real; time_user; time_sys; time_perc; time_mem
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; 4x12_torusGrid.gr; 100; -1; 2; 124; 100.02; 99.10; 1.02; 100%; 453384
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; 8x6_torusGrid.gr; 100; -1; 2; 124; 100.05; 98.85; 1.28; 100%; 652796
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; AhrensSzekeresGeneralizedQuadrangleGraph_3.gr; 100; 18; 0; 0; 3.76; 2.59; 2.46; 134%; 80496
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; BalancedTree_3,5.gr; 100; 2; 0; 0; 0.16; 0.13; 0.02; 96%; 24792
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; BlanusaSecondSnarkGraph.gr; 100; 5; 0; 0; 1.59; 0.98; 1.46; 153%; 77712
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; BrinkmannGraph.gr; 100; 9; 0; 0; 2.28; 2.53; 2.31; 212%; 85636
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; ChvatalGraph.gr; 100; 7; 0; 0; 0.57; 0.50; 0.82; 231%; 67232
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; ClebschGraph.gr; 100; 9; 0; 0; 1.11; 0.82; 1.32; 193%; 74632
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; CycleGraph_100.gr; 100; 3; 0; 0; 0.22; 0.19; 0.02; 97%; 33984
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; DesarguesGraph.gr; 100; 7; 0; 0; 1.98; 2.61; 2.07; 235%; 76296
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; DodecahedralGraph.gr; 100; 7; 0; 0; 2.18; 3.50; 1.97; 250%; 79768
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; DorogovtsevGoltsevMendesGraph.gr; 100; 3; 0; 0; 5.83; 5.60; 0.22; 99%; 183472
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; DoubleStarSnark.gr; 100; -1; 2; 124; 100.01; 56.35; 40.89; 97%; 90296
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; DyckGraph.gr; 100; 8; 0; 0; 90.29; 89.40; 0.96; 100%; 418940
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; ErreraGraph.gr; 100; 7; 0; 0; 1.20; 0.92; 1.57; 208%; 77596
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; FibonacciTree_10.gr; 100; 2; 0; 0; 0.15; 0.13; 0.01; 95%; 24556
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; FlowerSnark.gr; 100; 7; 0; 0; 2.08; 2.75; 1.51; 204%; 89588
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; FolkmanGraph.gr; 100; 7; 0; 0; 1.97; 1.51; 1.98; 177%; 75644
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; FriendshipGraph_10.gr; 100; 3; 0; 0; 0.13; 0.11; 0.00; 94%; 19148
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_10_0.gr; 100; 5; 0; 0; 0.25; 0.30; 1.14; 570%; 39280
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_10_1.gr; 100; 4; 0; 0; 0.14; 0.12; 0.00; 93%; 17124
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_20_0.gr; 100; 7; 0; 0; 0.73; 0.61; 1.17; 242%; 71236
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_20_1.gr; 100; 8; 0; 0; 0.53; 0.60; 1.27; 354%; 58920
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_30_0.gr; 100; 9; 0; 0; 1.32; 0.91; 1.34; 171%; 79248
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_30_1.gr; 100; 9; 0; 0; 0.95; 0.73; 1.30; 214%; 77240
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_40_0.gr; 100; 11; 0; 0; 1.54; 0.98; 1.26; 145%; 77952
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_40_1.gr; 100; 9; 0; 0; 0.93; 0.85; 0.95; 192%; 73460
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_50_0.gr; 100; 11; 0; 0; 2.02; 1.26; 1.40; 131%; 79444
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GNP_20_50_1.gr; 100; 13; 0; 0; 1.95; 1.33; 1.55; 148%; 78076
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GeneralizedPetersenGraph_10_4.gr; 100; 7; 0; 0; 1.93; 2.72; 2.13; 251%; 80244
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GoethalsSeidelGraph_2_3.gr; 100; 12; 0; 0; 1.01; 0.77; 1.50; 224%; 74636
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GoldnerHararyGraph.gr; 100; 4; 0; 0; 0.14; 0.11; 0.01; 93%; 19140
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GrayGraph.gr; 100; -1; 2; 124; 100.04; 98.74; 1.38; 100%; 340772
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; GrotzschGraph.gr; 100; 6; 0; 0; 0.55; 0.51; 1.27; 322%; 59172
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; HararyGraph_6_15.gr; 100; 7; 0; 0; 0.92; 0.71; 1.31; 220%; 77260
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; HarborthGraph.gr; 100; -1; 2; 124; 100.01; 81.72; 44.84; 126%; 94564
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; HeawoodGraph.gr; 100; 6; 0; 0; 0.78; 0.63; 0.84; 189%; 73020
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; HoffmanGraph.gr; 100; 7; 0; 0; 1.16; 0.75; 0.92; 144%; 73560
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; HyperStarGraph_10_2.gr; 100; 9; 0; 0; 0.15; 0.14; 0.00; 94%; 24964
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; IcosahedralGraph.gr; 100; 7; 0; 0; 0.50; 0.49; 1.22; 343%; 71404
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; KittellGraph.gr; 100; 8; 0; 0; 2.70; 2.11; 2.05; 153%; 78456
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; KneserGraph_10_2.gr; 100; 36; 0; 0; 16.05; 10.88; 6.41; 107%; 91076
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; LadderGraph_20.gr; 100; 3; 0; 0; 0.14; 0.12; 0.01; 95%; 19448
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; MarkstroemGraph.gr; 100; 5; 0; 0; 0.23; 0.28; 0.78; 446%; 34040
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; McGeeGraph.gr; 100; 8; 0; 0; 7.57; 38.59; 3.55; 556%; 119920
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; MeredithGraph.gr; 100; -1; 2; 124; 100.03; 98.85; 1.27; 100%; 312624
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; NauruGraph.gr; 100; 7; 0; 0; 5.22; 20.30; 2.51; 436%; 93220
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; NonisotropicOrthogonalPolarGraph_3_5.gr; 100; 11; 0; 0; 0.89; 0.67; 1.24; 215%; 72308
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; NonisotropicUnitaryPolarGraph_3_3.gr; 100; 54; 0; 0; 46.55; 141.20; 13.53; 332%; 101772
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; OddGraph_4.gr; 100; -1; 2; 124; 100.06; 98.58; 1.50; 100%; 549788
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; OrthogonalArrayBlockGraph_4_3.gr; 100; 9; 0; 0; 0.13; 0.12; 0.00; 94%; 20976
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; PaleyGraph_17.gr; 100; 12; 0; 0; 1.31; 0.97; 1.79; 210%; 73028
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; PappusGraph.gr; 100; 7; 0; 0; 1.20; 1.25; 1.40; 220%; 74848
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; PoussinGraph.gr; 100; 7; 0; 0; 0.99; 0.66; 1.42; 209%; 74324
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_40_10_0.gr; 100; 10; 0; 0; 1.18; 0.82; 1.52; 199%; 75876
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_40_10_1.gr; 100; 11; 0; 0; 1.12; 0.78; 0.88; 149%; 75540
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_50_10_0.gr; 100; 10; 0; 0; 1.06; 0.75; 1.59; 221%; 75960
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_50_10_1.gr; 100; 9; 0; 0; 1.33; 0.91; 1.39; 172%; 75732
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_60_10_0.gr; 100; 8; 0; 0; 0.34; 0.37; 1.33; 497%; 40620
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_60_10_1.gr; 100; 9; 0; 0; 1.38; 0.89; 1.68; 185%; 75684
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_70_10_0.gr; 100; 7; 0; 0; 0.28; 0.37; 1.14; 544%; 38496
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_70_10_1.gr; 100; 7; 0; 0; 1.09; 0.89; 1.18; 190%; 78572
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_80_10_0.gr; 100; 5; 0; 0; 0.24; 0.35; 0.89; 501%; 37000
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_20_80_10_1.gr; 100; 6; 0; 0; 0.14; 0.12; 0.00; 92%; 19104
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_100_90_30_0.gr; 100; -1; 2; 124; 100.02; 98.84; 1.26; 100%; 197408
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_300_75_30_0.gr; 100; -1; 2; 124; 100.00; 97.19; 2.91; 100%; 44516
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RKT_300_90_30_0.gr; 100; -1; 2; 124; 100.00; 98.79; 1.28; 100%; 79256
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RandomBarabasiAlbert_100_2.gr; 100; -1; 2; 124; 100.03; 99.35; 0.75; 100%; 263840
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RandomBipartite_10_50_3.gr; 100; 10; 0; 0; 0.82; 0.78; 0.02; 99%; 28972
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RandomBipartite_25_50_1.gr; 100; -1; 2; 124; 100.05; 99.13; 0.96; 100%; 412392
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RandomBipartite_25_50_3.gr; 100; -1; 2; 124; 100.02; 96.82; 3.28; 100%; 132072
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RandomBoundedToleranceGraph_60.gr; 100; -1; 2; 124; 100.01; 97.81; 2.33; 100%; 54616
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RandomBoundedToleranceGraph_80.gr; 100; -1; 2; 124; 100.00; 96.64; 3.49; 100%; 52656
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RandomGNM_100_100.gr; 100; 7; 0; 0; 3.27; 6.30; 2.15; 258%; 78724
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; RingedTree_6.gr; 100; -1; 2; 124; 100.05; 99.10; 1.03; 100%; 471600
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; SchlaefliGraph.gr; 100; 22; 0; 0; 4.00; 2.61; 2.65; 131%; 80432
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; ShrikhandeGraph.gr; 100; 10; 0; 0; 1.19; 0.88; 1.63; 211%; 73036
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; SierpinskiGasketGraph_3.gr; 100; 4; 0; 0; 0.13; 0.12; 0.00; 94%; 21196
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; SquaredSkewHadamardMatrixGraph_2.gr; 100; 41; 0; 0; 16.24; 22.91; 7.85; 189%; 103424
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; StarGraph_100.gr; 100; 2; 0; 0; 0.14; 0.10; 0.03; 95%; 21276
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; SylvesterGraph.gr; 100; -1; 2; 124; 100.02; 99.16; 0.93; 100%; 525360
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; SzekeresSnarkGraph.gr; 100; -1; 2; 124; 100.03; 98.73; 1.39; 100%; 410412
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; TaylorTwographDescendantSRG_3.gr; 100; 18; 0; 0; 3.70; 2.53; 2.00; 122%; 77704
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; TaylorTwographSRG_3.gr; 100; 23; 0; 0; 4.38; 2.39; 2.92; 121%; 75864
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; Toroidal6RegularGrid2dGraph_4_6.gr; 100; 10; 0; 0; 2.91; 2.49; 2.17; 160%; 75696
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; WheelGraph_100.gr; 100; 4; 0; 0; 0.44; 0.41; 0.01; 98%; 28116
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; WorldMap.gr; 100; 6; 0; 0; 2.87; 1.83; 2.03; 134%; 82212
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_calc_input_to_operand1.gr; 100; 3; 0; 0; 0.08; 0.05; 0.02; 92%; 21176
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_collect_enqueue_dummy_packet.gr; 100; 3; 0; 0; 0.15; 0.13; 0.01; 97%; 21552
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_collect_received_announcement.gr; 100; 3; 0; 0; 0.15; 0.12; 0.01; 96%; 21560
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_collect_send_ack.gr; 100; 2; 0; 0; 0.15; 0.13; 0.01; 96%; 23904
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_collect_send_next_packet.gr; 100; 2; 0; 0; 0.14; 0.12; 0.00; 94%; 19216
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_collect_send_queued_packet.gr; 100; 3; 0; 0; 0.18; 0.16; 0.01; 96%; 30720
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_contikimac_input_packet.gr; 100; 4; 0; 0; 0.17; 0.13; 0.03; 94%; 27300
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_contikimac_powercycle.gr; 100; 6; 0; 0; 1.24; 1.12; 1.59; 218%; 85052
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_ctk_ctk_menu_add.gr; 100; 3; 0; 0; 0.14; 0.11; 0.02; 93%; 19232
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_cxmac_input_packet.gr; 100; 4; 0; 0; 0.19; 0.15; 0.03; 96%; 25284
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_dhcpc_dhcpc_init.gr; 100; 3; 0; 0; 0.13; 0.10; 0.01; 94%; 19240
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_dhcpc_dhcpc_request.gr; 100; 3; 0; 0; 0.13; 0.11; 0.01; 94%; 19456
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_dhcpc_handle_dhcp.gr; 100; -1; 2; 124; 100.03; 95.09; 5.96; 101%; 330068
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_httpd-cfs_send_file.gr; 100; 4; 0; 0; 0.15; 0.13; 0.00; 95%; 21392
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_httpd-cfs_send_headers.gr; 100; 4; 0; 0; 0.17; 0.15; 0.00; 95%; 27372
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_ifft_ifft.gr; 100; 3; 0; 0; 0.25; 0.22; 0.02; 97%; 31564
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_ircc_handle_connection.gr; 100; 5; 0; 0; 1.06; 1.04; 0.01; 99%; 40316
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_ircc_list_channel.gr; 100; 4; 0; 0; 0.17; 0.16; 0.00; 95%; 26104
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_lpp_dutycycle.gr; 100; 6; 0; 0; 0.83; 0.84; 1.44; 274%; 81392
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_lpp_init.gr; 100; 2; 0; 0; 0.13; 0.11; 0.00; 93%; 19156
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_lpp_send_packet.gr; 100; 3; 0; 0; 0.20; 0.18; 0.01; 97%; 28804
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_lpp_send_probe.gr; 100; 3; 0; 0; 0.17; 0.15; 0.00; 96%; 27432
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_nullrdc_packet_input.gr; 100; 4; 0; 0; 0.14; 0.12; 0.00; 94%; 21496
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_polite-announcement_send_timer.gr; 100; 3; 0; 0; 0.14; 0.11; 0.01; 95%; 19252
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_powertrace_add_stats.gr; 100; 3; 0; 0; 0.15; 0.13; 0.00; 94%; 24220
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_powertrace_powertrace_print.gr; 100; 3; 0; 0; 2.56; 2.46; 0.09; 99%; 97080
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_process_exit_process.gr; 100; 4; 0; 0; 0.16; 0.14; 0.00; 94%; 22356
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_profile_profile_episode_start.gr; 100; 3; 0; 0; 0.13; 0.11; 0.00; 93%; 17116
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_psock_psock_generator_send.gr; 100; 5; 0; 0; 0.15; 0.13; 0.01; 95%; 24396
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_psock_psock_readto.gr; 100; 4; 0; 0; 0.15; 0.13; 0.01; 94%; 24020
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_ringbuf_ringbuf_put.gr; 100; 3; 0; 0; 0.12; 0.10; 0.00; 92%; 19220
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_route-discovery_route_discovery_discover.gr; 100; 3; 0; 0; 0.13; 0.12; 0.00; 94%; 19268
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_rudolph1_rudolph1_open.gr; 100; 2; 0; 0; 0.14; 0.10; 0.02; 93%; 21168
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_rudolph1_write_data.gr; 100; 3; 0; 0; 0.13; 0.10; 0.01; 95%; 21484
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_serial-line_process_thread_serial_line_process.gr; 100; 5; 0; 0; 0.18; 0.16; 0.01; 95%; 25332
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-base64_base64_add_char.gr; 100; 3; 0; 0; 0.15; 0.13; 0.01; 95%; 25156
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-collect-view_process_thread_collect_view_data_process.gr; 100; 3; 0; 0; 0.14; 0.12; 0.01; 93%; 25944
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-netperf_memcpy_misaligned.gr; 100; 3; 0; 0; 0.14; 0.13; 0.00; 93%; 21284
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-ps_process_thread_shell_ps_process.gr; 100; 3; 0; 0; 0.14; 0.12; 0.01; 94%; 23936
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-rime-debug_recv_broadcast.gr; 100; 2; 0; 0; 0.14; 0.11; 0.01; 93%; 19156
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-rime-ping_recv_mesh.gr; 100; 3; 0; 0; 0.11; 0.09; 0.00; 92%; 26220
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-rime_process_thread_shell_send_process.gr; 100; 4; 0; 0; 0.17; 0.15; 0.01; 94%; 25796
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-rime_recv_collect.gr; 100; 3; 0; 0; 0.16; 0.13; 0.02; 96%; 31812
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-sendtest_read_chunk.gr; 100; 3; 0; 0; 0.13; 0.11; 0.00; 92%; 17048
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell-text_process_thread_shell_echo_process.gr; 100; 3; 0; 0; 0.14; 0.12; 0.01; 95%; 21412
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell_process_thread_shell_server_process.gr; 100; 4; 0; 0; 0.15; 0.12; 0.01; 93%; 25236
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_shell_shell_register_command.gr; 100; 3; 0; 0; 0.14; 0.11; 0.01; 92%; 23492
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_tcpip_eventhandler.gr; 100; 3; 0; 0; 0.10; 0.07; 0.02; 93%; 28936
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_uip-neighbor_uip_neighbor_add.gr; 100; 4; 0; 0; 0.15; 0.12; 0.01; 94%; 22184
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_uip-neighbor_uip_neighbor_periodic.gr; 100; 3; 0; 0; 0.12; 0.09; 0.01; 91%; 19200
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_uip-over-mesh_recv_data.gr; 100; 3; 0; 0; 0.15; 0.11; 0.02; 94%; 26404
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_uip_uip_connect.gr; 100; 4; 0; 0; 0.18; 0.16; 0.00; 97%; 27376
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_uip_uip_init.gr; 100; 3; 0; 0; 0.13; 0.11; 0.01; 94%; 21160
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_uip_uip_unlisten.gr; 100; 3; 0; 0; 0.10; 0.09; 0.00; 93%; 19224
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_webclient_senddata.gr; 100; 3; 0; 0; 0.17; 0.14; 0.02; 96%; 33668
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; contiki_webclient_webclient_appcall.gr; 100; 4; 0; 0; 0.18; 0.15; 0.01; 95%; 27316
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_anna.gr; 100; 9; 0; 0; 0.61; 0.58; 0.01; 98%; 29980
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_fpsol2.i.3.gr; 100; -1; 2; 124; 100.00; 96.35; 3.76; 100%; 49052
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_inithx.i.2-pp.gr; 100; -1; 2; 124; 100.00; 97.12; 3.02; 100%; 45680
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_inithx.i.2.gr; 100; -1; 2; 124; 100.00; 96.89; 3.23; 100%; 43548
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_inithx.i.3-pp.gr; 100; -1; 2; 124; 100.00; 97.79; 2.32; 100%; 47876
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_jean.gr; 100; 8; 0; 0; 0.33; 0.31; 0.01; 97%; 28276
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_miles250.gr; 100; 9; 0; 0; 0.30; 0.27; 0.02; 97%; 25800
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_miles750.gr; 100; -1; 2; 124; 100.01; 98.45; 2.58; 101%; 84652
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_miles1000.gr; 100; -1; 2; 124; 100.00; 97.50; 2.62; 100%; 54680
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_mulsol.i.1.gr; 100; -1; 2; 124; 100.00; 98.21; 1.91; 100%; 54224
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_mulsol.i.2.gr; 100; -1; 2; 124; 100.00; 97.98; 2.13; 100%; 60120
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_mulsol.i.3.gr; 100; -1; 2; 124; 100.00; 98.61; 1.49; 100%; 58332
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_mulsol.i.4-pp.gr; 100; -1; 2; 124; 100.01; 98.23; 1.88; 100%; 62596
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_mulsol.i.5-pp.gr; 100; -1; 2; 124; 100.01; 97.88; 2.22; 100%; 63040
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_mulsol.i.5.gr; 100; -1; 2; 124; 100.00; 98.76; 1.34; 100%; 63312
ex; pa; 3; PARALLEL-BZTreewidth-DP-LS.exe; 1; dimacs_myciel5.gr; 100; -1; 2; 124; 100.06; 99.16; 0.95; 100%; 568016
