mode; se_or_pa; number; solver; ver; instance; timeout; width; validation_result; exit_status; time_real; time_user; time_sys; time_perc; time_mem
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_inithx.i.1.gr; 100s; 49; 0; 124; 100.01; 4636.98; 19.46; 4655%; 70340
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_inithx.i.2-pp.gr; 100s; 29; 0; 124; 100.01; 4607.86; 20.91; 4628%; 60620
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_inithx.i.2.gr; 100s; 29; 0; 124; 100.01; 4654.30; 12.81; 4666%; 60564
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_inithx.i.3-pp.gr; 100s; 28; 0; 124; 100.01; 4613.75; 19.36; 4632%; 53052
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_jean.gr; 100s; 8; 0; 124; 100.02; 4361.78; 177.04; 4537%; 117872
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_5a.gr; 100s; 173; 0; 124; 100.01; 4668.86; 4.92; 4673%; 45448
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_5b.gr; 100s; 171; 0; 124; 100.01; 4674.48; 5.41; 4679%; 45628
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_5c.gr; 100s; 201; 0; 124; 100.01; 4665.38; 7.20; 4671%; 56448
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_5d.gr; 100s; 245; 0; 124; 100.01; 4658.32; 10.44; 4668%; 60316
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_15a-pp.gr; 100s; 166; 0; 124; 100.01; 4671.85; 7.66; 4679%; 51336
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_15a.gr; 100s; 169; 0; 124; 100.01; 4672.14; 8.09; 4679%; 51928
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_15b.gr; 100s; 222; 0; 124; 100.01; 4662.38; 6.85; 4668%; 53068
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_15c.gr; 100s; 295; 0; 124; 100.01; 4661.53; 14.74; 4675%; 95840
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_15d.gr; 100s; 227; 0; 124; 100.01; 4660.60; 13.74; 4673%; 74812
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_25a-pp.gr; 100s; 184; 0; 124; 100.01; 4652.02; 9.18; 4660%; 57172
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_25a.gr; 100s; 183; 0; 124; 100.01; 4668.75; 8.52; 4676%; 57652
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_25b-pp.gr; 100s; 142; 0; 124; 100.01; 4661.79; 8.70; 4669%; 52568
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_25b.gr; 100s; 142; 0; 124; 100.01; 4669.97; 8.04; 4677%; 52960
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_25c.gr; 100s; 209; 0; 124; 100.01; 4665.45; 15.20; 4679%; 77992
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_le450_25d.gr; 100s; 283; 0; 124; 100.01; 4660.67; 16.77; 4676%; 97356
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_miles250.gr; 100s; 9; 0; 124; 100.02; 4424.86; 173.31; 4597%; 109208
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_miles750.gr; 100s; 28; 0; 124; 100.01; 4548.49; 24.57; 4572%; 48876
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_miles1000.gr; 100s; 28; 0; 124; 100.01; 4549.01; 26.27; 4574%; 48840
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_mulsol.i.1.gr; 100s; 43; 0; 124; 100.01; 4592.12; 23.49; 4615%; 63808
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_mulsol.i.2.gr; 100s; 30; 0; 124; 100.01; 4545.00; 38.71; 4583%; 66288
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_mulsol.i.3.gr; 100s; 30; 0; 124; 100.01; 4531.11; 35.54; 4566%; 66420
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_mulsol.i.4-pp.gr; 100s; 30; 0; 124; 100.01; 4549.40; 33.17; 4581%; 63652
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_mulsol.i.5-pp.gr; 100s; 30; 0; 124; 100.01; 4542.53; 40.28; 4582%; 65772
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_mulsol.i.5.gr; 100s; 29; 0; 124; 100.01; 4539.20; 32.16; 4570%; 66268
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_myciel5.gr; 100s; 13; 0; 124; 100.02; 4350.93; 168.60; 4518%; 115396
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_myciel6.gr; 100s; 30; 0; 124; 100.01; 4556.83; 37.76; 4593%; 64260
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen5_5.gr; 100s; 12; 0; 124; 100.02; 4397.33; 210.33; 4606%; 121884
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen6_6.gr; 100s; 20; 0; 124; 100.02; 4433.69; 82.62; 4515%; 106160
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen7_7.gr; 100s; 30; 0; 124; 100.01; 4458.56; 71.67; 4529%; 78800
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen8_12.gr; 100s; 64; 0; 124; 100.01; 4542.34; 18.95; 4560%; 43976
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen9_9.gr; 100s; 57; 0; 124; 100.02; 4548.05; 22.63; 4569%; 43940
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen11_11.gr; 100s; 55; 0; 124; 100.01; 4557.06; 22.73; 4579%; 46172
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen12_12.gr; 100s; 66; 0; 124; 100.01; 4557.41; 21.74; 4578%; 46868
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen13_13.gr; 100s; 66; 0; 124; 100.01; 4524.23; 27.46; 4551%; 45356
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen14_14.gr; 100s; 136; 0; 124; 100.01; 4611.68; 15.46; 4626%; 44344
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen15_15.gr; 100s; 96; 0; 124; 100.01; 4559.72; 28.71; 4587%; 46212
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_queen16_16.gr; 100s; 124; 0; 124; 100.01; 4605.16; 20.06; 4624%; 53920
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_school1-pp.gr; 100s; 165; 0; 124; 100.01; 4642.97; 22.71; 4664%; 108508
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_school1.gr; 100s; 116; 0; 124; 100.01; 4650.91; 22.04; 4672%; 83712
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_school1_nsh-pp.gr; 100s; 94; 0; 124; 100.01; 4632.83; 20.34; 4652%; 69604
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_school1_nsh.gr; 100s; 91; 0; 124; 100.01; 4632.15; 20.88; 4652%; 70244
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_zeroin.i.2.gr; 100s; 25; 0; 124; 100.02; 4544.69; 41.04; 4584%; 65692
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_zeroin.i.3-pp.gr; 100s; 30; 0; 124; 100.01; 4523.88; 59.67; 4582%; 67992
he; pa; 12; flow_cutter_parallel_pace16; 1; dimacs_zeroin.i.3.gr; 100s; 25; 0; 124; 100.01; 4528.89; 44.26; 4572%; 66508
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_abort_abort.gr; 100s; 2; 0; 124; 100.00; 4682.36; 0.13; 4682%; 4608
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_bankfixe_pagemap_alloc.gr; 100s; 3; 0; 124; 100.03; 4649.95; 20.47; 4668%; 478132
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_clock_gettime_clock_gettime.gr; 100s; 3; 0; 124; 100.00; 4648.80; 0.01; 4648%; 4940
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_clock_gettime_div10quickm.gr; 100s; 2; 0; 124; 100.00; 4681.66; 0.01; 4681%; 4432
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_clock_settime_clock_settime.gr; 100s; 3; 0; 124; 100.00; 4677.48; 0.01; 4677%; 6716
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_devf_fd_transfer.gr; 100s; 4; 0; 124; 100.03; 3786.06; 775.92; 4560%; 203748
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_devio_bfind.gr; 100s; 4; 0; 124; 100.00; 4676.49; 0.14; 4676%; 4856
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_devio_kprintf.gr; 100s; 4; 0; 124; 100.03; 3472.00; 1041.40; 4512%; 216764
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_difftime_difftime.gr; 100s; 2; 0; 124; 100.00; 4614.68; 0.00; 4614%; 4640
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_fgets_fgets.gr; 100s; 4; 0; 124; 100.04; 4221.49; 427.18; 4646%; 493244
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_filesys_filename.gr; 100s; 4; 0; 124; 100.03; 3826.54; 837.77; 4662%; 416132
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_filesys_getinode.gr; 100s; 4; 0; 124; 100.02; 3237.04; 1316.94; 4552%; 209424
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_filesys_i_open.gr; 100s; 4; 0; 124; 100.03; 3940.47; 675.19; 4614%; 199116
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_filesys_newfstab.gr; 100s; 3; 0; 124; 100.00; 4660.35; 0.08; 4660%; 4640
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_filesys_srch_mt.gr; 100s; 4; 0; 124; 100.00; 4643.56; 0.01; 4643%; 4940
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_gethostname_gethostname.gr; 100s; 3; 0; 124; 100.00; 4677.78; 0.01; 4677%; 4804
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_getpass__gets.gr; 100s; 4; 0; 124; 100.03; 2975.62; 1531.68; 4505%; 314744
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_inode_rwsetup.gr; 100s; 3; 0; 124; 100.03; 2361.95; 2129.90; 4490%; 195148
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_malloc___insert_chunk.gr; 100s; 4; 0; 124; 100.02; 2739.88; 1732.36; 4471%; 199192
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_nanosleep_clock_nanosleep.gr; 100s; 4; 0; 124; 100.02; 2981.96; 1491.53; 4472%; 201244
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_process_getproc.gr; 100s; 3; 0; 124; 100.04; 4680.50; 5.20; 4683%; 490440
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_qsort__lqsort.gr; 100s; 4; 0; 124; 100.02; 2479.80; 1974.50; 4453%; 194424
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_ran_rand.gr; 100s; 3; 0; 124; 100.00; 4654.02; 0.07; 4653%; 13104
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_readdir_readdir.gr; 100s; 4; 0; 124; 100.01; 1373.53; 2996.03; 4368%; 174800
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_regexp_regcomp.gr; 100s; 3; 0; 124; 100.03; 3719.94; 804.91; 4523%; 209284
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_setbuffer_setbuffer.gr; 100s; 3; 0; 124; 100.03; 4195.96; 459.96; 4654%; 354508
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_setenv_setenv.gr; 100s; 4; 0; 124; 100.03; 2891.07; 1602.70; 4492%; 206428
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_se_ycomp.gr; 100s; 4; 0; 124; 100.03; 4259.50; 359.55; 4617%; 198900
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_stat_statfix.gr; 100s; 2; 0; 124; 100.00; 4658.95; 0.14; 4658%; 4452
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_syscall_fs2_chown_op.gr; 100s; 3; 0; 124; 100.00; 4668.39; 0.00; 4668%; 4724
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_syscall_fs2__fchdir.gr; 100s; 3; 0; 124; 100.03; 4676.07; 7.50; 4681%; 490656
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_syscall_proc__time.gr; 100s; 3; 0; 124; 100.00; 4680.82; 0.00; 4680%; 4816
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_sysconf_sysconf.gr; 100s; 4; 0; 124; 100.02; 2285.06; 2162.73; 4446%; 193316
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_tty_tty_read.gr; 100s; 5; 0; 124; 100.02; 3751.01; 800.95; 4550%; 201876
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_usermem_ugets.gr; 100s; 3; 0; 124; 100.00; 4665.72; 0.03; 4665%; 4648
he; pa; 12; flow_cutter_parallel_pace16; 1; fuzix_vfscanf_vfscanf.gr; 100s; 7; 0; 124; 100.01; 4555.22; 56.46; 4610%; 74556
he; pa; 12; flow_cutter_parallel_pace16; 1; random4reg.gr; 100s; 13; 0; 124; 100.02; 4434.09; 142.27; 4575%; 112244
he; pa; 12; flow_cutter_parallel_pace16; 1; stdlib_gmtime.gr; 100s; 3; 0; 124; 100.02; 2988.74; 1518.94; 4506%; 226192
he; pa; 12; flow_cutter_parallel_pace16; 1; stdlib_mktime.gr; 100s; 4; 0; 124; 100.02; 3623.23; 1056.34; 4678%; 399180
he; pa; 12; flow_cutter_parallel_pace16; 1; stdlib_print_format.gr; 100s; 5; 0; 124; 100.02; 4570.36; 82.26; 4651%; 128724
he; pa; 12; flow_cutter_parallel_pace16; 1; stdlib_sincoshf.gr; 100s; 3; 0; 124; 100.03; 3488.04; 1068.51; 4554%; 426280
he; se; 0; grtd; 1; 4x12_torusGrid.gr; 100s; 11; 0; 124; 100.00; 99.89; 0.00; 99%; 5600
he; se; 0; grtd; 1; 6s10.gaifman.gr; 100s; -1; 1; 137; 101.00; 0.00; 0.00; 0%; 3068
he; se; 0; grtd; 1; 6s11-opt.gaifman.gr; 100s; -1; 1; 137; 101.00; 0.00; 0.00; 0%; 3044
he; se; 0; grtd; 1; 6s12.gaifman.gr; 100s; -1; 1; 137; 101.00; 0.00; 0.00; 0%; 3056
he; se; 0; grtd; 1; 8x6_torusGrid.gr; 100s; 15; 0; 124; 100.00; 99.89; 0.00; 99%; 3612
he; se; 0; grtd; 1; AProVE07-01.gaifman.gr; 100s; -1; 1; 137; 101.00; 0.00; 0.00; 0%; 3056
he; se; 0; grtd; 1; AProVE07-03.gaifman.gr; 100s; 247; 0; 124; 100.15; 100.19; 0.00; 100%; 16092
he; se; 0; grtd; 1; AhrensSzekeresGeneralizedQuadrangleGraph_3.gr; 100s; 18; 0; 0; 79.99; 79.90; 0.00; 99%; 3592
he; se; 0; grtd; 1; BalancedTree_3,5.gr; 100s; 2; 0; 0; 0.00; 0.00; 0.00; 42%; 3952
he; se; 0; grtd; 1; BiggsSmithGraph.gr; 100s; 24; 0; 124; 100.00; 99.89; 0.00; 99%; 3732
he; se; 0; grtd; 1; BlanusaSecondSnarkGraph.gr; 100s; 5; 0; 0; 0.00; 0.00; 0.00; 50%; 3704
he; se; 0; grtd; 1; BrinkmannGraph.gr; 100s; 9; 0; 0; 0.29; 0.28; 0.00; 98%; 3664
he; se; 0; grtd; 1; BrouwerHaemersGraph.gr; 100s; 62; 0; 124; 100.00; 99.89; 0.00; 99%; 3728
he; se; 0; grtd; 1; BubbleSortGraph_5.gr; 100s; 31; 0; 124; 100.00; 99.89; 0.00; 99%; 5792
he; se; 0; grtd; 1; CameronGraph.gr; 100s; 191; 0; 124; 100.01; 99.92; 0.00; 99%; 4384
he; se; 0; grtd; 1; Cell120.gr; 100s; 120; 0; 124; 100.01; 99.91; 0.00; 99%; 4284
he; se; 0; grtd; 1; ChvatalGraph.gr; 100s; 7; 0; 0; 0.00; 0.00; 0.00; 0%; 3664
he; se; 0; grtd; 1; ClebschGraph.gr; 100s; 9; 0; 0; 0.01; 0.00; 0.00; 64%; 3524
he; se; 0; grtd; 1; CycleGraph_100.gr; 100s; 3; 0; 0; 0.00; 0.00; 0.00; 0%; 3720
he; se; 0; grtd; 1; DejterGraph.gr; 100s; 44; 0; 124; 100.00; 99.89; 0.00; 99%; 3792
he; se; 0; grtd; 1; DesarguesGraph.gr; 100s; 7; 0; 0; 0.06; 0.05; 0.00; 92%; 3600
he; se; 0; grtd; 1; DodecahedralGraph.gr; 100s; 7; 0; 0; 0.14; 0.13; 0.00; 97%; 3704
he; se; 0; grtd; 1; DorogovtsevGoltsevMendesGraph.gr; 100s; 3; 0; 0; 0.15; 0.14; 0.00; 99%; 16592
he; se; 0; grtd; 1; DoubleStarSnark.gr; 100s; 7; 0; 0; 0.67; 0.66; 0.00; 98%; 3616
he; se; 0; grtd; 1; DyckGraph.gr; 100s; 8; 0; 0; 7.47; 7.45; 0.00; 99%; 3676
he; se; 0; grtd; 1; EUR.gr.xz; 100s; -1; 1; 124; 100.21; 163.86; 5.63; 169%; 8630232
he; se; 0; grtd; 1; ErreraGraph.gr; 100s; 7; 0; 0; 0.00; 0.00; 0.00; 66%; 3588
he; se; 0; grtd; 1; FibonacciTree_10.gr; 100s; 2; 0; 0; 0.00; 0.00; 0.00; 0%; 3688
he; se; 0; grtd; 1; FlowerSnark.gr; 100s; 7; 0; 0; 0.07; 0.06; 0.00; 92%; 3680
he; se; 0; grtd; 1; FoldedCubeGraph_7.gr; 100s; 31; 0; 124; 100.00; 99.89; 0.00; 99%; 3628
he; se; 0; grtd; 1; FolkmanGraph.gr; 100s; 7; 0; 0; 0.02; 0.01; 0.00; 80%; 3536
he; se; 0; grtd; 1; FosterGraph.gr; 100s; 22; 0; 124; 100.00; 99.89; 0.00; 99%; 3632
he; se; 0; grtd; 1; FriendshipGraph_10.gr; 100s; 3; 0; 0; 0.00; 0.00; 0.00; 0%; 3644
he; se; 0; grtd; 1; GNP_20_10_0.gr; 100s; 5; 0; 0; 0.00; 0.00; 0.00; 0%; 3556
he; se; 0; grtd; 1; GNP_20_10_1.gr; 100s; 4; 0; 0; 0.00; 0.00; 0.00; 0%; 3552
he; se; 0; grtd; 1; GNP_20_20_0.gr; 100s; 7; 0; 0; 0.00; 0.00; 0.00; 0%; 3652
he; se; 0; grtd; 1; GNP_20_20_1.gr; 100s; 8; 0; 0; 0.00; 0.00; 0.00; 0%; 3560
he; se; 0; grtd; 1; GNP_20_30_0.gr; 100s; 9; 0; 0; 0.03; 0.02; 0.00; 86%; 5596
he; se; 0; grtd; 1; GNP_20_30_1.gr; 100s; 9; 0; 0; 0.00; 0.00; 0.00; 37%; 3760
he; se; 0; grtd; 1; GNP_20_40_0.gr; 100s; 11; 0; 0; 0.41; 0.40; 0.00; 98%; 3572
he; se; 0; grtd; 1; GNP_20_40_1.gr; 100s; 9; 0; 0; 0.03; 0.03; 0.00; 89%; 3700
he; se; 0; grtd; 1; GNP_20_50_0.gr; 100s; 11; 0; 0; 0.14; 0.13; 0.00; 97%; 3676
he; se; 0; grtd; 1; GNP_20_50_1.gr; 100s; 13; 0; 0; 0.18; 0.18; 0.00; 98%; 3664
he; se; 0; grtd; 1; GTFS_VBB_EndeApr_Dez2016.zip_tram.gr.bz2; 100s; 7; 1; 124; 100.00; 99.90; 0.00; 99%; 3936
he; se; 0; grtd; 1; GeneralizedPetersenGraph_10_4.gr; 100s; 7; 0; 0; 0.07; 0.06; 0.00; 96%; 3596
he; se; 0; grtd; 1; GoethalsSeidelGraph_2_3.gr; 100s; 12; 0; 0; 0.01; 0.00; 0.00; 75%; 3672
he; se; 0; grtd; 1; GoldnerHararyGraph.gr; 100s; 4; 0; 0; 0.00; 0.00; 0.00; 0%; 3544
he; se; 0; grtd; 1; GossetGraph.gr; 100s; 51; 0; 124; 100.00; 99.89; 0.00; 99%; 3704
he; se; 0; grtd; 1; GrayGraph.gr; 100s; 15; 0; 124; 100.00; 99.89; 0.00; 99%; 3644
he; se; 0; grtd; 1; GrotzschGraph.gr; 100s; 6; 0; 0; 0.00; 0.00; 0.00; 0%; 3644
he; se; 0; grtd; 1; HallJankoGraph.gr; 100s; 88; 0; 124; 100.00; 99.89; 0.00; 99%; 3952
he; se; 0; grtd; 1; HanoiTowerGraph_4_3.gr; 100s; 17; 0; 124; 100.00; 99.89; 0.00; 99%; 3716
he; se; 0; grtd; 1; HararyGraph_6_15.gr; 100s; 7; 0; 0; 0.00; 0.00; 0.00; 0%; 3672
he; se; 0; grtd; 1; HarborthGraph.gr; 100s; 6; 0; 0; 0.67; 0.66; 0.00; 99%; 3940
he; se; 0; grtd; 1; HarriesGraph.gr; 100s; 19; 0; 124; 100.00; 99.89; 0.00; 99%; 3628
he; se; 0; grtd; 1; HeawoodGraph.gr; 100s; 6; 0; 0; 0.00; 0.00; 0.00; 60%; 3648
he; se; 0; grtd; 1; HigmanSimsGraph.gr; 100s; 78; 0; 124; 100.00; 99.89; 0.00; 99%; 5948
he; se; 0; grtd; 1; HoffmanGraph.gr; 100s; 7; 0; 0; 0.00; 0.00; 0.00; 42%; 3568
he; se; 0; grtd; 1; HoffmanSingletonGraph.gr; 100s; 29; 0; 124; 100.00; 99.89; 0.00; 99%; 3620
he; se; 0; grtd; 1; HyperStarGraph_10_2.gr; 100s; 9; 0; 0; 0.00; 0.00; 0.00; 0%; 3532
he; se; 0; grtd; 1; IcosahedralGraph.gr; 100s; 7; 0; 0; 0.00; 0.00; 0.00; 0%; 5612
he; se; 0; grtd; 1; JohnsonGraph_10_4.gr; 100s; 156; 0; 124; 100.01; 99.91; 0.00; 99%; 4304
he; se; 0; grtd; 1; KittellGraph.gr; 100s; 8; 0; 0; 0.24; 0.23; 0.00; 98%; 3680
he; se; 0; grtd; 1; KneserGraph_8_3.gr; 100s; 33; 0; 124; 100.00; 99.89; 0.00; 99%; 3604
he; se; 0; grtd; 1; KneserGraph_10_2.gr; 100s; 40; 0; 124; 100.00; 99.89; 0.00; 99%; 3700
he; se; 0; grtd; 1; LadderGraph_20.gr; 100s; 3; 0; 0; 0.00; 0.00; 0.00; 0%; 3612
he; se; 0; grtd; 1; LjubljanaGraph.gr; 100s; 27; 0; 124; 100.00; 99.89; 0.00; 99%; 3668
he; se; 0; grtd; 1; MarkstroemGraph.gr; 100s; 5; 0; 0; 0.00; 0.00; 0.00; 0%; 3520
he; se; 0; grtd; 1; McGeeGraph.gr; 100s; 8; 0; 0; 1.45; 1.44; 0.00; 99%; 5628
he; se; 0; grtd; 1; MeredithGraph.gr; 100s; 8; 0; 124; 100.00; 99.89; 0.00; 99%; 3704
he; se; 0; grtd; 1; NauruGraph.gr; 100s; 7; 0; 0; 0.13; 0.13; 0.00; 98%; 3588
he; se; 0; grtd; 1; NonisotropicOrthogonalPolarGraph_3_5.gr; 100s; 11; 0; 0; 0.00; 0.00; 0.00; 66%; 3572
he; se; 0; grtd; 1; NonisotropicUnitaryPolarGraph_3_3.gr; 100s; 56; 0; 124; 100.00; 99.89; 0.00; 99%; 3784
he; se; 0; grtd; 1; OddGraph_4.gr; 100s; 15; 0; 124; 100.00; 99.89; 0.00; 99%; 3772
he; se; 0; grtd; 1; OrthogonalArrayBlockGraph_4_3.gr; 100s; 9; 0; 0; 0.00; 0.00; 0.00; 0%; 3612
he; se; 0; grtd; 1; PaleyGraph_17.gr; 100s; 12; 0; 0; 0.03; 0.03; 0.00; 84%; 3592
he; se; 0; grtd; 1; PappusGraph.gr; 100s; 7; 0; 0; 0.04; 0.03; 0.00; 90%; 3592
he; se; 0; grtd; 1; PoussinGraph.gr; 100s; 7; 0; 0; 0.00; 0.00; 0.00; 42%; 3712
he; se; 0; grtd; 1; RKT_20_40_10_0.gr; 100s; 10; 0; 0; 0.03; 0.02; 0.00; 87%; 3596
he; se; 0; grtd; 1; RKT_20_40_10_1.gr; 100s; 11; 0; 0; 0.13; 0.12; 0.00; 95%; 3664
he; se; 0; grtd; 1; RKT_20_50_10_0.gr; 100s; 10; 0; 0; 0.01; 0.00; 0.00; 64%; 3764
he; se; 0; grtd; 1; RKT_20_50_10_1.gr; 100s; 9; 0; 0; 0.03; 0.02; 0.00; 83%; 3692
he; se; 0; grtd; 1; RKT_20_60_10_0.gr; 100s; 8; 0; 0; 0.01; 0.00; 0.00; 54%; 3536
he; se; 0; grtd; 1; RKT_20_60_10_1.gr; 100s; 9; 0; 0; 0.04; 0.04; 0.00; 91%; 3576
he; se; 0; grtd; 1; RKT_20_70_10_0.gr; 100s; 7; 0; 0; 0.00; 0.00; 0.00; 0%; 3648
he; se; 0; grtd; 1; RKT_20_70_10_1.gr; 100s; 7; 0; 0; 0.01; 0.00; 0.00; 60%; 3692
he; se; 0; grtd; 1; RKT_20_80_10_0.gr; 100s; 5; 0; 0; 0.00; 0.00; 0.00; 0%; 3540
he; se; 0; grtd; 1; RKT_20_80_10_1.gr; 100s; 6; 0; 0; 0.00; 0.00; 0.00; 0%; 3544
he; se; 0; grtd; 1; RKT_100_80_30_0.gr; 100s; 28; 0; 124; 100.00; 99.89; 0.00; 99%; 3732
he; se; 0; grtd; 1; RKT_100_90_30_0.gr; 100s; 23; 0; 124; 100.00; 99.89; 0.00; 99%; 3728
he; se; 0; grtd; 1; RKT_300_75_30_0.gr; 100s; 30; 0; 124; 100.00; 99.90; 0.00; 99%; 4144
he; se; 0; grtd; 1; RKT_300_90_30_0.gr; 100s; 28; 0; 124; 100.00; 99.89; 0.00; 99%; 3960
he; se; 0; grtd; 1; RKT_500_80_30_0.gr; 100s; 30; 0; 124; 100.00; 99.90; 0.00; 99%; 4356
he; se; 0; grtd; 1; RandomBarabasiAlbert_100_2.gr; 100s; 13; 0; 124; 100.00; 99.89; 0.00; 99%; 3632
he; se; 0; grtd; 1; RandomBarabasiAlbert_100_5.gr; 100s; 37; 0; 124; 100.00; 99.88; 0.00; 99%; 3828
he; se; 0; grtd; 1; RandomBipartite_10_50_3.gr; 100s; 10; 0; 0; 0.00; 0.00; 0.00; 0%; 3604
he; se; 0; grtd; 1; RandomBipartite_25_50_1.gr; 100s; 10; 0; 124; 100.00; 99.89; 0.00; 99%; 3684
he; se; 0; grtd; 1; RandomBipartite_25_50_3.gr; 100s; 24; 0; 124; 100.00; 99.89; 0.00; 99%; 5780
he; se; 0; grtd; 1; RandomBoundedToleranceGraph_60.gr; 100s; 40; 0; 124; 100.00; 99.89; 0.00; 99%; 3804
he; se; 0; grtd; 1; RandomBoundedToleranceGraph_80.gr; 100s; 36; 0; 124; 100.00; 99.89; 0.00; 99%; 4068
he; se; 0; grtd; 1; RandomGNM_100_100.gr; 100s; 7; 0; 0; 0.10; 0.09; 0.00; 95%; 3696
he; se; 0; grtd; 1; RandomGNM_250_1000.gr; 100s; 111; 0; 124; 100.00; 99.90; 0.00; 99%; 5940
he; se; 0; grtd; 1; RandomGNM_500_500.gr; 100s; 24; 0; 124; 100.00; 99.84; 0.00; 99%; 3944
he; se; 0; grtd; 1; RandomHolmeKim_300_2_2.gr; 100s; 27; 0; 124; 100.00; 99.89; 0.00; 99%; 4020
